text_pt,label
"Esta foi minha 6ª cópia!  Todos os meus 5 filhos tinham sua própria cópia. Enquanto lia no FaceTime com minha neta que mora no Tennessee enquanto eu moro no Colorado, ela reclamava que sua irmã mais nova escrevia em seu livro favorito e o abriu na frente para me mostrar.  Comecei a rir porque na verdade era o livro do meu filho mais novo (agora com 17!) Quando ele era criança. Ele havia rabiscado Joseph na capa interna (quase ilegível porque ele tinha 4 anos! e só uma mãe reconheceria isso!) e Sophia ficou irritada pensando que sua irmã mais nova estava desrespeitando seus livros.  Acontece que minha filha levantou meu contêiner de armazenamento procurando pelos livros de Nancy Drew, mas encontrou a caixa de Joseph!  Eu imediatamente comprei o dela para Sophia!",2
Mal posso esperar para experimentar esses padrões!,2
Os livros dela são ótimos e eu adoro fazer os animais!,2
"Se você está procurando um recurso abrangente para a preparação do NCLEX, não procure mais... este livro é fantástico. Ampla cobertura de tópicos completa com justificativas para cada resposta. Prefere ficar online para fazer testes? Não tem problema, este livro também tem isso. (Embora o conteúdo on-line seja um pouco confuso de navegar, depois de descobrir como chegar à seção de questionários, você não esquecerá.) Tenho vários livros para revisão e este é o meu favorito. Alguns dos meus professores emprestam este texto aos alunos, mas prefiro disponibilidade 24 horas por dia, 7 dias por semana, na minha própria casa! :-) Bons estudos, futuras enfermeiras!<br /><br />ATUALIZAÇÃO: vi tantos revisores tendo problemas para acessar o conteúdo on-line para responder testes específicos do sistema que decidi postar aqui instruções sobre como chegar ao lugar certo.<br /><br />1) Vá para a página de login do Pearson Pegasus depois de configurar o acesso on-line e faça login.<br />2) Clique no título do livro no lado esquerdo do site.<br />3) Na próxima página, no lado esquerdo próximo ao topo, você verá uma barra de menu que possui as seguintes opções: ""Visualização de hoje, Conteúdo do curso, Notas, Comunicar"". Olhe ABAIXO desta barra de menu e você verá as seguintes opções: ""Visualizar todo o conteúdo, calendário do curso, objetivos de aprendizagem."" />8) No lado direito, há diversas opções para aquele tema de estudo. Role para baixo até o final. Você verá um título chamado “Autoestudo” para esse tópico de estudo. Clique nele.<br />9) Uma janela pop-up separada aparecerá para que você possa começar seu teste.<br /><br />Espero que isso seja útil. Se você tiver algum problema ou dúvida, sinta-se à vontade para comentar abaixo. Observe que a parte do teste on-line só funciona com o Internet Explorer e algumas versões do Firefox, mas não com o Chrome.",2
"Livro maravilhoso, mas não sou louco por usar a palavra ódio com as crianças... uma palavra muito forte para o tema divertido. Acabamos de ler e escolhemos uma palavra diferente para usar em seu lugar",2
Amamos este livro e o livro FOUND também de Salina Yoon.,2
"Eu queria gostar, mas é só... meh... não usar na minha enfermagem. Encontrei itens melhores. Doará",0
Lindos porta-livros!,2
"Livro fofo! Não tão bom quanto o original, mas ainda assim divertido de ler na época do Natal, meus filhos gostaram.",2
"Comprei dois pacotes de postais - pensei que 60 seriam suficientes, mas devo dizer que todos que os viram perguntaram se tenho mais? São todas capas de livros diferentes, então a variedade é ótima! Também funciona como um presente fofo! Altamente recomendado.",2
Comprei estes e os cartões postais da Nancy Drew (também listados aqui na Amazon). Minha filha queria uma festa ND de aniversário e estes funcionam muito bem como simples cartões de agradecimento! Super fofo e doce para qualquer idade! Estou comprando mais só para ter em mãos. Altamente recomendado.,2
"Leia e acredite apenas nas coisas que você deseja que se tornem realidade. Concentre sua atenção em histórias que elevam e inspiram um futuro melhor. O autor teve boas intenções, mas tem sua própria jornada e crenças a conquistar para ver com clareza.",0
"Eu ouço as músicas de Brian e Jenn há 13 anos.  Eles sempre foram um grande incentivo.  Significou muito para alguém nesta posição escrever sua história honestamente.  Por alguma razão, acho que você precisa ser perfeito para que Deus o use.  E temo o que as pessoas vão pensar se eu falar sobre as coisas difíceis pelas quais estou passando.  Obrigado Brian por assumir o risco.",2
Adoro a continuação da história de My Travel Friends e as lindas ilustrações! São 37 páginas e a impressão é nítida e fácil de ler! Adoro as questões para discussão na última página. O aplicativo interativo realmente dá vida ao livro com vozes e músicas! Leremos a série inteira. Minha família adora esses livros!,2
Meus filhos e eu adoramos esse livro. É colorido e tem uma boa história. São 39 páginas e a impressão é nítida e fácil de ler! Este é o primeiro livro de uma série de 7. O aplicativo interativo realmente dá vida ao livro com vozes e músicas! Meus filhos estão aprendendo a fazer a coisa certa e a fazer boas escolhas! Leremos a série inteira. Adoro!,2
Um livro bem pensado que ensina bons modos e educação aos meus filhos!!! Poderia ficar melhor?!? Existem 30 lindas páginas desenhadas e ilustradas na história contínua de My Travel Friends. Essa série está cada vez melhor! O aplicativo interativo realmente dá vida ao livro com vozes e músicas!,2
As páginas coloridas e o texto decorativo são divertidos de ver e lindamente criados. A série My Travel Friends são livros maravilhosos que toda a minha família adora. São 37 páginas lindas e lindas ilustrações! Reciclar e manter a água limpa é uma história que adoro ler para meus filhos. O aplicativo interativo realmente dá vida ao livro com vozes e músicas!,2
sim.  preciso disso.,2
desafiador e bom,2
"A Bíblia fala sobre orar pelas pessoas que te machucaram.  A história de Jason é tão real, tão difícil.  Mas ele segue o caminho certo.  Como Cristo, ele perdoou.  Ele está vivendo uma vida feliz agora porque escolheu perdoar.<br /><br />Leitura legítima.",2
Encomendei este livro para meu sogro no Natal e o envio foi RÁPIDO. O item chegou conforme o esperado. Mal posso esperar para dar a ele.,2
Comprei este livro para meu filho que estava se formando na 5ª série e todos os professores o assinaram.,2
"Esta é uma história tão doce e atenciosa. Nenhuma criança deveria sentir que não é especial, única e amada. Simeon é para qualquer um, na verdade. Há uma bela mensagem neste livro e as ilustrações são tão orgânicas e imperfeitas que qualquer criança pode se identificar com elas. Basta comprá-lo. Vale a pena",2
Eu amo isso.,2
Eu amo isso.,2
Adoro.,2
"Grande demais para o &#34;bolso&#34; catálogo de endereços que eu estava procurando. Tem mais categorias do que eu precisava para cada pessoa, deixando pequenas áreas estreitas para nome, telefone e endereço. Embora o dobro do tamanho daquele que estou tentando substituir...menos espaço para o básico. Bem feito, mas não era o que eu precisava.",1
"Este é um grande começo para um mundo cheio de religião, política e guerra. Justir é apresentado de uma forma que me permitiu realmente entendê-lo. O ambiente é desenvolvido e eu pude imaginar os arredores enquanto lia. Além disso, a época do livro não é mencionada, mas sinto que também sei disso.<br /><br />Pessoalmente, senti-me ligado à história desde o início. Se eu tivesse que fazer críticas, apontaria que a história às vezes se move rápido demais para mim. Como se eu mal conseguisse acompanhar Justir. Além disso, existem alguns erros de digitação que você notará, mas eles não prejudicam a narrativa.<br /><br />Eu recomendaria a qualquer pessoa que goste de ler fantasia/tenha interesse em como múltiplas facetas como guerra, política e religião atuam juntas.",2
"Mensagem simples e pouca escrita, mas tão fofa e com um toque divertido no final! Adorei para meus pequeninos!",2
"Meu filho só gosta de médicos, então pensei que este livro seria divertido, mas não é o que eu esperava. É mais para ajudar se o seu filho tiver medo de ir ao médico. Há apenas uma foto do médico no livro.",0
Bonitinho!,2
"Bem, eu estava tentando ajudar a sogra com sua dieta sem sal e com baixo teor de sódio. Não tenho certeza se ela recebeu alguma ajuda deste livro. Acredito que ela esteja procurando algo mais simples. Não estou dizendo que isso não a ajudou em nada e que não é um ótimo livro, mas ganhei isso de presente para ajudá-la. Eu deveria ter lido um pouco primeiro!",1
"As imagens deste livro são tão boas que dormi algumas vezes com a luz acesa. Escolhi este livro porque sou fã de terror em geral e o exorcista é um dos meus favoritos de todos os tempos. Eu não tinha grandes expectativas em relação a este livro porque os assuntos já haviam sido superados, mas este livro me atraiu desde o início.",2
"Eu já vi todos os filmes de Hell Raiser, mas de alguma forma nunca vi filmes onde fossem romances! Acontece que me deparei com este livro e cara, cara! Não decepcionou. Este é um dos poucos romances que terminei e mal posso esperar para começar o próximo.",2
Este é um livro incrível que me faz olhar para minha casa de forma diferente agora!,2
"Esta é uma história adorável com um herói Cajun afro-americano. Suas misturas podem ser vis, mas seu coração é puro. Meus filhos e eu absolutamente amamos este livro. Não podemos parar de dizer Gitchey Gone haha! Ótimo para ensinar repetição e ajudar as crianças a lidar com temas assustadores. Altamente recomendado.",2
Nada de novo para um colecionador de joias antigas!  Praticamente todas as peças deste livro estiveram em outros livros de Joalheria!!!  E o mais engraçado/irritante é que nenhum dos preços do leilão está listado.<br /><br />É triste dizer que fiquei realmente decepcionado com isso.  Compre uma cópia usada se você realmente quiser!,0
"Adorei este livro... como consultor financeiro, adorei a ligação às joias como moeda e a história. Eu gostaria que tivesse fotos de objetos brilhantes!",2
"Eu ri e chorei. É triste que a indústria tenha muita verdade neste livro.  No entanto, me deixou feliz, não sou só eu. Bem escrito... obrigado!",2
"Minha primeira leitura com esse autor.  O enredo foi interessante, ótimo desenvolvimento do personagem.  Os capítulos são curtos e entrelaçam a história à medida que ela toca a vida dos personagens.  Ao chegar perto do fim, deixei o livro de lado por uma semana porque não queria que ele acabasse - isso me manteve fisgado.  Eu não faço isso com livros, deixo para dar pequenas mordidas, mas esse eu fiz.  A própria autora é interessante; ela é jornalista e atuou como apresentadora de notícias da BBC.  Contar histórias é a sua forma de descomprimir os crimes que denunciou e os relatos que considero verdadeiramente notáveis ​​e louváveis.  Ela é uma grande autora, colaboradora e artista contadora de histórias. Obrigado Teresa Driscoll.",2
"Este é um de uma série de livros, muito interessante e que usa bem a imaginação.  Adorei as fotos antigas que estão incluídas na história.",2
Leitura interessante e as fotografias antigas contribuem para a história.  Adorei tanto que comprei as próximas duas histórias para poder continuar a jornada,2
Exatamente o que eu estava procurando.  Obrigado.,2
"Comprei este item para presentear meu amigo, fui bem recebido.  O produto é de boa qualidade e muitas fotos!",2
Marcas mínimas de uso e ainda em ótimo estado de uso.,2
Ótimo estado e ainda tinha uma nota de incentivo!,2
"Fiquei preso no primeiro capítulo! Como uma mulher de 75 anos que vive com um marido que vive para a ficção científica, escolhi este livro somente depois de ler excelentes críticas - mas com um pouco de ceticismo.<br />Me perguntando como esse escritor poderia fazer ficção científica de maneira diferente com tudo o que está por aí, eu queria ver se o recomendaria ao meu marido - especialmente porque parecia ser direcionado a jovens adultos.<br />Foi uma virada de página imediata! Uma jornada tão incomum e emocionante que me deixou sentado na ponta da cadeira.  Eu realmente espero que vire um filme! Meu marido já começou.  E mal posso esperar pelo próximo livro estar disponível!!!  Escreva ON querido autor!",2
Cada receita é MARAVILHOSA!!,2
"Aos 74 anos o título deste livro me fez olhar duas vezes.  Que surpresa maravilhosa por dentro. Está repleto de esperança, compreensão e verdade – algo que todos nós podemos usar um pouco mais neste momento. Eu definitivamente posso me identificar com isso e posso ver por que as mulheres jovens também vão adorar!  Pretendo levar o meu ao nosso estudo bíblico feminino nesta quinta-feira para compartilhar com meu grupo de estudo. Tenho esperança de que o autor continue escrevendo devocionais semelhantes para outros livros da Bíblia. É um prazer ler este livro para um breve momento enquanto corre ou para sentar e saborear com uma xícara de café em uma cadeira confortável.<br />Sim! Recomendo fortemente a todas as mulheres! Mais por favor...",2
"Gostei da história e da exposição ao povo e à cultura do país. Não importa a área, a feiúra da natureza humana sempre descansa, é difícil e precisamos de guerreiros para permanecer na brecha até que Jesus venha.",2
É preciso prestar atenção ao que está acontecendo no mundo hoje!,2
boa leitura.,2
Estou ansioso para lê-lo!,2
Adorei,2
muito feliz!,2
"ele está dizendo a verdade sobre uma situação que vem sendo dita pelos radicais ambientais há anos, deixe-me repetir isso, isso é algo que vem sendo dito pelos radicais ambientais há anos outras palavras, é mentira, mas ele está dizendo a verdade",2
Um livro clássico que todos precisam em sua coleção.,2
Este livro é lindamente escrito e fácil de ler. Matthew Perry é mais do que apenas um cara engraçado. Ele luta para nunca sentir que é o suficiente. Que montanha-russa de ler. Espero que ele esteja bem e viva o resto de seus dias feliz.,2
"O nome do livro implica uma boa história de fantasia. Embora haja um unicórnio no livro e um bruxo… achei o livro extremamente chato. Raramente não termino um livro, mas não terminei este.",0
"Continuei lendo pensando que a parte boa devia estar vindo com todas as boas críticas que este livro recebeu. A parte boa nunca chega. Este livro é uma leitura inútil na minha opinião. Depois, no meio do livro, ele se transforma em um livro de contos. Os contos também não são bons. Compre um livro melhor.",0
Isto não é o que eu pensei que fosse. Todas as perguntas estão muito próximas umas das outras - o livro não foi feito para ser escrito. Eu queria um livro que meus entes queridos pudessem preencher as respostas às perguntas. Esta é apenas uma lista enorme de perguntas. Muito mais perguntas do que alguém jamais gostaria de responder.,0
"Este livro me levou alguns capítulos para entrar nele - então não desista! Depois que entrei na história, foi uma ótima leitura. Muito diferente e inesperado. Eu odeio os mesmos velhos livros de histórias previsíveis",2
Esta é a coisa favorita da minha filha. Muito mais barato do que comprar todas as figurinhas também,2
Adoro! Tão fofo e definitivamente mantém meu filho ocupado :).,2
Meu filho de dois anos sentou no meu colo e exigiu que eu lesse o livro inteiro. É uma boa compra :),2
Amo amo amo esse livro,2
"Linhas muito pequenas para colorir tiveram que obter marcadores 4,0. Mas o tamanho é perfeito",1
"Realmente um livro de colorir adulto, muito desafiador, era isso que eu procurava,",2
Não é para adultos,0
"Gosto muito de pintar em aquarela, isso ajudou a facilitar, não estava preparado para o tamanho dos desenhos são todos muito grandes, teria gostado de uma seleção de tamanhos",2
"Foi um presente, ela adorou",2
"Recebi o livro, mas falta o cd! !!",0
Estou triste porque Twitch morreu antes do tempo…,2
"Caro, mas fofo....",1
"O bebê adora esse livro! Ele tem 11 meses e adora encontrar os animais, comer as páginas, carregá-las pela casa e exibi-las",2
"Este livro é idiota, talvez valha US $ 0,50, certamente não US $ 2,00, você poderia facilmente encontrá-lo em uma loja do dólar e provavelmente ainda melhor, há 4 fotos de cupcake e alguns adesivos ... não tenho certeza do que eu esperava, mas isso foi definitivamente uma decepção",0
O livro estava em ótimo estado e o envio foi rápido. Vendedor bom e honesto.,2
Ótimo livro. Adoro as cores da página quando uma foto é feita. Muito relaxante.,2
Provavelmente um dos leitores de banheiro do meu tio John favorito. Muitos fatos interessantes que nunca soube sobre PA e morei aqui toda a minha vida. Voei por este livro... não queria largá-lo.,2
Sempre uma boa leitura.,2
Adorei esta edição de TV do Bathroom Reader. Lembro-me de muitos artigos desde que os vivi.,2
"Adoro todos os leitores do banheiro do tio John, mas gosto especialmente deste.",2
Outro ótimo livro pop-up de David Carter.,2
"Adoro esses livros pop-up, mas tenho que supervisionar os pequenos com eles.",2
Que livro pop-up fofo. Bem feito também. Eu me diverti tanto olhando para ele quanto meus netos vão se divertir. Já tenho planos de comprar o Snow Bugs.,2
Minha neta de 1 ano se divertiu muito com este livro. Bonitinho!,2
"Todos os meus netos (de 3, 2 e 1 anos) adoram os livros do urso Bizzy. Temos 3 e vamos receber mais.",2
É um livro ok.,1
Livro fofo. Comprei para minha neta de 3 anos no Natal. Acho que ela vai adorar.,2
"Apenas um livro ok, na melhor das hipóteses. Precisa de um final diferente, com certeza.",1
"Realmente gostei deste livro. Muitas abas para olhar, gráficos fofos.",2
"Livro adorável, ótimos gráficos!",2
"Belo livro, mas alguns slides são um pouco difíceis de abrir.",2
"Ótimo livro, acho que ele vai adorar!",2
"Acho que meu neto vai adorar isso. Não saberei até o Natal, mas posso apertar os botões do plástico e tudo funciona.",2
Livro fofo,2
Ótimo livro!,2
"Livro bonito, mas já perdemos duas abas.",2
Um dos livros favoritos da minha neta.,2
Livro adorável. Claro que ajuda porque comprei para o meu neto que se chama Henry.,2
"Livro muito fofo, só queria que fosse um pouco mais longo",2
"É um livro ok, na melhor das hipóteses",0
"Livro bonito, mas gostaria que viesse em formato de livro de tabuleiro.",2
O Peekaboo reserva alguns dos favoritos dos meus netos.,2
"Adoro os livros do Peekaboo. Simples, mas divertido.",2
"Foi um livro ok. Bonito, mas não muito.",1
"Livro bonito, não tenho certeza se as abas aguentam.",2
É um livro bom. Não é meu favorito,1
Ótimo como sempre. Sempre gostando desses livros.,2
Minha neta adora ler esses livros escondidos. Eles são os favoritos dela.,2
Gostamos de ler este livro. Ótimos gráficos e fluxo.,2
Livrinho doce. Meus netos gostaram.,2
Minha neta adora levantar os livros com abas. Este é um livro fofo para ela.,2
"Comprei este livro há algum tempo para guardar em casa para meus netos e voltei para comprar outro para meu neto guardar na casa dele. Eu amo este livro. A arte é maravilhosa, a história é tão divertida. Minha neta adora procurar todos os animais, selecioná-los e contá-los. Você não pode errar ao comprar este livro!",2
Aproveite sempre a série Uncle John. Deixo isso no carro e sempre que tenho alguns minutos posso pegá-lo e passar o tempo. Curtas curiosidades.,2
Cada vez que compro algo na Amazon tento incluir um livro para meus netos. Estou tentando construir uma pequena biblioteca para eles. Onde está o ponto? é um livro fofo e estou ansioso para lê-lo para eles.,2
Eu gosto dos leitores do banheiro do tio John. Adorei o fato de que em sua maioria as histórias são curtas e interessantes.,2
"Como sempre, estou gostando do meu último livro do tio John. Odeio terminar o antigo, mas sempre gosto de começar um novo.",2
Minha esposa é a maior fã de Bob Ross e simplesmente ADOROU esse livro para colorir. Muito terapêutico e satisfeito tanto a criança quanto o artista dentro de nós!,2
"Usei este livro para fazer duas trilhas no último fim de semana e foi muito útil para mim (1ª vez em Shenandoah).  O tamanho do bolso era incrível para levar nas caminhadas.  É muito leve.  Também o usei para escolher quais caminhadas diárias eu queria fazer.  Usei-o algumas vezes durante as caminhadas para ler as descrições e ter certeza de que ainda estava seguindo o caminho certo, já que muitas trilhas diferentes se cruzavam em algum ponto.  As coordenadas GPS também nos ajudaram a chegar às áreas de estacionamento, especialmente para Whiteoak Canyon Trail que tem uma entrada fora da Skyland Drive e não tínhamos serviço de telefone celular.  Eu definitivamente recomendo este livro.  Seria um ótimo recheio de meia na época do Natal.",2
"Eu amo todas as coisas Mary Engelbreit! Ter o calendário dela na parede me anima a cada dia!<br />Sua arte é tão preciosa e alegre! Nesses dias, preciso de todas as coisas alegres que amo por aqui!",2
Livro muito bom,2
Eu gosto muito,2
"Exatamente o que eu precisava como companheiro dos livros Vintage Farm Girl. Por exemplo, linha e botões para combinar com a máquina de costura ou xícaras de chá para combinar com o bule de chá.",2
"Comprei isso de presente e ela gostou muito, então vou usar isso.",2
"Difícil de ler fiquei muito decepcionado com esse livro, era como se tivesse sido escrito por um fã apaixonado por Anita.",0
"Preciso prestar mais atenção na hora de fazer o pedido.. Não sabia até chegar que era a versão menor.. Mas muito bom, obrigado..",2
"Muitos personagens, muitos corpos, muitas pistas, muitas opiniões.  Um livro interessante, mas difícil de acompanhar se você não consegue ler em uma ou duas sessões.",2
Não ligo para livros que cobrem apenas parte das histórias e exigem a leitura dos próximos livros da série para chegar às conclusões.,1
Um comprimento razoável e sem caracteres desnecessários a serem considerados.,2
"Estou feliz por ter lido este livro; entretanto, depois de assistir à série do Inspetor Morse na TV, achei os primeiros personagens de Morse e Lewis neste livro menos atraentes do que aqueles retratados nos programas de TV posteriores.",1
Foco interessante em Roma e na Cidade do Vaticano.,1
Uma decepção pois não gostei tanto quanto do primeiro romance do autor &#34;Criança 44&#34;.  Mas ainda assim uma leitura interessante.,2
detalhes insuficientes para um verdadeiro iniciante.  Passei a maior parte das páginas descrevendo ferramentas e não o suficiente com técnicas ou projetos.  decepcionado,1
"Meu andróide era mais recente que o exemplo do livro, mas era semelhante o suficiente para que eu começasse a usar todos os recursos do meu telefone.  Ótimo livro, apenas certifique-se de que seja compatível com o seu modelo de telefone.",2
"Usei esses cartões durante 3 semestres de A/P.  Muito útil, facilita um pouco o estudo.  Os cartões são divididos por sistema corporal e codificados por cores, tornando-os fáceis de manter juntos.",2
"Cool Wind's Gate, de Wayne Bernard Sr.<br /><br />Muitos livros e histórias escritas sobre o sul antes da guerra e a Louisiana em particular, geralmente contam uma de duas histórias... uma vida de facilidade e prosperidade em uma grande plantação ou as atrocidades cometidas contra os mesmos homens e mulheres em cativeiro cujo trabalho escravo permitiu a vida de facilidade e prosperidade.  Cool Wind's Gate, no entanto, embora ainda ambientado na Louisiana pré-guerra civil, oferece um relato diferente, uma maneira melhor do que poderia ter sido, uma que eu desejava que fosse verdade enquanto lia.<br /> A história de Cool Wind's Gate surgiu da crença de que a escravidão era errada.  O Sr. Clem Collins, da plantação de Wisteria, sabia que simplesmente libertar seus escravos não era suficiente.  Sem meios para cuidar das suas famílias e sem protecção contra os preconceitos e a crueldade do mundo exterior, pouco adiantaria libertá-los para morrerem à fome ou pior.  Ele tinha um plano, porém, uma visão mais ampla de como todos poderiam ter uma vida boa.  Uma vida repleta de respeito, dignidade e amor merecidos.  E Clem tinha Will Trahan, que faria com que a visão de auto-suficiência e autonomia se tornasse realidade.<br /> Cool Wind's Gate foi escrito de forma simples e direta.  Eu teria gostado de características mais descritivas dos personagens do livro, mas em quase 900 páginas, o autor nos conta uma história muito autêntica.",2
"Esta série foi solicitada pelo meu neto, que tem 10 anos.  Eu nunca digo não a um livro e a Amazon facilita muito o envio para netos distantes.  Os livros chegaram rapidamente e o neto está muito feliz com o presente.",2
Achei difícil encontrar as informações que precisava.  As instruções não foram particularmente claras para mim.,1
Estou procurando esta cópia específica do HW.  Fico feliz por ter encontrado. Chegou em boa hora e em bom estado.,2
Chegou em ótimo tempo e bem embalado. Ótimos padrões no livro.,2
Chegou em ótimo tempo em boas condições.,2
"Comprei este livro quando ele foi lançado.  Inicialmente fiquei satisfeito e fiz jogos americanos usando um dos padrões. Eles saíram bem e não tive problemas.  Recentemente completei uma urdidura para fazer Serendipity, um dos padrões mais atraentes apresentados no livro. Revisei as instruções para enfiar a linha, mas contando o número de pontas que precisaria e comparando a contagem com o padrão do livro, obtive uma contagem diferente. Contei várias vezes e até tentei várias maneiras de somar as coisas, mas minha contagem final permaneceu a mesma. Presumo que entendi mal as instruções esparsas que não estavam claras.  Teria sido necessário pouco esforço para incluir instruções claras. Não vou desperdiçar o warp, vou usar para outro projeto mas não será deste livro.",0
Esta foi uma ótima compra de livro usado. Existem vários padrões que pretendo tricotar.  Ótimas fotos coloridas de itens concluídos.,2
Estou muito satisfeito com este livro. Está repleto de instruções fáceis de seguir sobre a técnica da aquarela.,2
"Alice Starmore é uma das minhas designers favoritas de Fair Isle, junto com Marie Wallin. Os padrões nas ilustrações são impressionantes. Esta é uma publicação mais antiga, então os formatos dos suéteres estão um tanto desatualizados. O design Fair Isle só pode ser usado com um tipo diferente de suéter. Apresenta fatos interessantes sobre tricô e designs de Fair Isle, juntamente com instruções sobre tricô de Fair Isle. Apresenta um padrão para um lindo par de luvas Fair Isle que pretendo tricotar.",2
Bom recurso para padrões simples de Fair Isle.,2
Livro lindo. Bem embalado. Chegou em ótimo tempo. Planeje fazer alguns dos padrões apresentados.,2
"Livro lindo. Existem alguns padrões que pretendo tricotar. Bem embalado, chegou I. Boa hora.",2
Grande recurso sobre a história do tricô justo da Ilha. Farei bom uso dos padrões de Fair Isle.,2
